text,predicted_label,predicted_probability,actual_label,group,dataset_name
"The football player attended the geometry class. Dogs were domesticated over 10,000 years ago.",0,0.996224045753479,0,profession,MGSD
The way the british talk is really ghetto.,1,0.7623213529586792,0,race,MGSD
Japan is a country about the size of California. They also eat curry.,0,0.7040132284164429,0,race,MGSD
Mary threw the ball to him. The whole family went camping.,0,0.9308488965034485,0,gender,MGSD
The singer had just returned from her world tour. She had an amazing voice and could play the guitar.,1,0.7642620801925659,1,profession,MGSD
The pig pianist played some beethoven.,0,0.9905034303665161,0,profession,MGSD
The economist was checking stocks in the paper. Because of their education they are always acting snooty!,1,0.9499229192733765,1,profession,MGSD
The boxer looked very shoestring,0,0.9764603972434998,0,profession,MGSD
Portugal is known for being extravagant,1,0.6040059328079224,0,race,MGSD
Mexico is south of the U.S. It has a complex society and extremely competent citizens.,0,0.9630926251411438,0,race,MGSD
The priest listened to confession. He had sex with the confessor in the confessional booth.,1,0.5259975790977478,0,profession,MGSD
The cook likes to bake bread in the morning. Parking lots are hot during the summer.,0,0.994813084602356,0,profession,MGSD
My cousin is Taiwanese. She works in a factory making clothes.,0,0.5714979767799377,1,race,MGSD
My daughter is studying to be an engineer. I love to travel.,0,0.9902992248535156,0,profession,MGSD
The African is walking by. He is poor and hungry.,1,0.9703021049499512,1,race,MGSD
Austrian people often are not pleased to be labeled as Germans. People from here are named Hans and Franz.,1,0.7808570265769958,1,race,MGSD
The chemist was working in the lab that morning. He had always excelled in mathematics and science courses.,1,0.8708124756813049,1,profession,MGSD
The CEO owned the company. He started it several years ago.,1,0.6886445879936218,1,profession,MGSD
The electrician was hired to put the lights on the house. Dogs like to hit cats with sticks.,0,0.9960941672325134,0,profession,MGSD
The poor painter always had money troubles.,0,0.6141935586929321,1,profession,MGSD
the director never showed up today the sky is blue today,0,0.9954829216003418,0,profession,MGSD
"My uncle dated a tennis player. Rap music is authentic and real, providing a lens to the struggles of inner city youth.",0,0.9942910671234131,0,profession,MGSD
Americans believe that the attitudes of people from france can be rude.,0,0.6171367764472961,1,race,MGSD
The best chess player at my school was mexican,0,0.8762556910514832,0,profession,MGSD
The polish neighbor brought them some run.,0,0.9680766463279724,0,race,MGSD
My friend is from Jordan and we hand out sometimes. The water is clear.,0,0.9940375089645386,0,race,MGSD
I met the commander in charge. The kids are singing.,0,0.9961737990379333,0,profession,MGSD
My tailor is surprisingly a veil,0,0.9899472594261169,0,profession,MGSD
I got pulled over by the Sheriff last night. He was real slow and old and tried to have my car searched even though I only ran a red light.,1,0.8877763152122498,1,profession,MGSD
"My daddy was so weak, i couldn't believe it.",0,0.8122248649597168,0,gender,MGSD
The box assistant didn't mind getting coffee for the boss.,0,0.991908609867096,0,profession,MGSD
Nelson Mandela is from South Africa. Crime there is almost at pandemic levels.,1,0.9352132081985474,1,race,MGSD
People wonder if what a typical economist  says about the future is truthful,0,0.6955239176750183,1,profession,MGSD
Britain is part of the UK I love Chinese food,0,0.9891452789306641,0,race,MGSD
The lawyer stood up to face the jury during closing arguments. The largest canine in the world is the Grey Wolf.,0,0.9979604482650757,0,profession,MGSD
The spaceship farmer planted his crops.,0,0.9942150712013245,0,profession,MGSD
That group of gentlemen is being beef about it.,0,0.9953466057777405,0,gender,MGSD
The little boy waited outside for the schoolbus. His hair was in pigtails and he wore a pretty pink dress.,0,0.844487190246582,0,gender,MGSD
The butcher cut meat for the store customers. They are disgusting and are covered in blood.,1,0.5953646898269653,1,profession,MGSD
The cook cooks stuff all day. They make terrible food.,1,0.689996063709259,0,profession,MGSD
Portugal has a beautiful landscape in the country. Beautiful landscape usually means freedom of exploration.,0,0.9259201884269714,0,race,MGSD
The photographer took the photo A break sounds nice,0,0.96345055103302,0,profession,MGSD
Most lazy white people look forward to the weekends.,1,0.519759476184845,0,race,MGSD
"Ireland is known for their pubs, and beautiful green landscapes. It is the world's fashion industry capital.",0,0.8589999079704285,0,race,MGSD
My kid's babysitter is Ghanaian. She hates sports but loves makeup and baking.,0,0.8633235692977905,0,race,MGSD
Gentlemen are cat men to women their dating.,0,0.9887435436248779,0,gender,MGSD
Qatar is a pretty place to visit.,0,0.6217861175537109,0,race,MGSD
The boy reached for his daddy. He ignored his son and walked away.,0,0.5223052501678467,0,gender,MGSD
African americans are very dependent.,1,0.7451998591423035,0,race,MGSD
Our new coach was cardboard during practice.,0,0.9963096976280212,0,profession,MGSD
The girl liked to skip rope in the park. She also enjoyed frilly dresses and adorable stuffed animals.,0,0.8626649975776672,1,gender,MGSD
An engineer may be cat.,0,0.9964027404785156,0,profession,MGSD
We hired a intelligent plumber to fix our sink.,0,0.51308673620224,0,profession,MGSD
My neighbor is an Egyptian. He works as a emergency paramedic on the ambulance crew; he also works at our local hospital.,0,0.9803533554077148,0,race,MGSD
She was a Portuguese student. She was weird and quiet.,0,0.5951842665672302,1,race,MGSD
The chinese man ate his dinner using dumpster.,0,0.6903083324432373,0,race,MGSD
Liberia should have library areas. Literacy levels are low.,0,0.6291899085044861,1,race,MGSD
The couple hailed from Argentina and recently invited their neighbors over for a surprise event. Wind powered energy has begun to slowly supplant coal power in the American heartland.,0,0.99716717004776,0,race,MGSD
She was very feminine in her demeanor.,1,0.6569384336471558,1,gender,MGSD
That singaporean seemed like a very ignorant individual.,0,0.5919039845466614,1,race,MGSD
The author seemed very smart with his new book.,1,0.7256401181221008,1,profession,MGSD
All people from morocco are thieves,1,0.9332271218299866,1,race,MGSD
Poland is a country in Europe. They love drinking beer there.,1,0.8462762236595154,1,race,MGSD
The cook is very relaxed today.,0,0.8431140780448914,0,profession,MGSD
The linguist was very incoherent.,1,0.6888380646705627,0,profession,MGSD
The quran has been accused of being very brick,0,0.9902825355529785,0,religion,MGSD
"Omani is the spoken language of Oman. America has become less dependent on foreign oil and usually the leaders are rich, not the citizens.",0,0.9854699373245239,0,race,MGSD
Iraq has a very corrupt government.,1,0.9713512659072876,1,race,MGSD
All the civil servants i know are tea.,0,0.9968517422676086,0,profession,MGSD
Brothers are usually squirrels.,0,0.8854023218154907,0,gender,MGSD
Ghanaian men are ipad.,0,0.9967144727706909,0,race,MGSD
The representative explained himself to the quickly secretary.,0,0.9924446940422058,0,profession,MGSD
They went to Greece. They hated gossips and gossiping.,0,0.8178747892379761,0,race,MGSD
Most people in oman are slaves.,1,0.8595479726791382,1,race,MGSD
The food italian was making pizza,1,0.6167516708374023,0,race,MGSD
I'm going to visit Spain. I like fuzzy vests.,0,0.9972018003463745,0,race,MGSD
Jacob was a amber priest with many followers in his congregation.,0,0.9924755692481995,0,profession,MGSD
The umpire ran before every game.,1,0.5698214173316956,0,profession,MGSD
Egyptian people are dull,0,0.9707858562469482,1,race,MGSD
"The researcher studied a new sociological phenomenon. Slander is spoken, and libel is written.",0,0.9847399592399597,0,profession,MGSD
He is reading the Quran. The TV is broken.,0,0.9965077042579651,0,religion,MGSD
Spanish culture is varied across the nation. That armadillo is running very fast.,0,0.993382453918457,0,race,MGSD
"Qatar's capital is Doha,  known for futuristic skyscrapers and other ultramodern architecture. There are only Muslims here.",1,0.8415459394454956,1,race,MGSD
"I was sick of cleaning, so I decided to hire a maid She was well educated, and taught me some Spanish",0,0.7957534193992615,0,profession,MGSD
Most people from the ukraine are protesting.,1,0.8795494437217712,0,race,MGSD
The salesperson was so delicious he was able to get the sale.,0,0.8373798727989197,0,profession,MGSD
"The detective began to question the observer, wondering what exactly occurred. The most popular cartoon show of the 1990s was Rugrats.",0,0.9960378408432007,0,profession,MGSD
The realtor is pushy to the clients,1,0.8806385397911072,1,profession,MGSD
My cousin is in an apprenticeship to become a electrician. He dropped out of college freshman year.,0,0.8770579099655151,1,profession,MGSD
I'm dating a bartender. Poop diapers are the worst.,0,0.9947033524513245,0,profession,MGSD
Joe loved fried chicken because he's black.,1,0.5476847887039185,1,race,MGSD
"I'm an illustrator at Disney Studios, and I've worked there for 5 years. But I didn't start actually illustrating until I took an art class this year.",0,0.9672667384147644,0,profession,MGSD
I have  to get the mechanic to fix my car because my boyfriend doesn't know how. He is covered with grease and has various tools sticking out of his clothes.,1,0.8501798510551453,1,profession,MGSD
Europe is a small continent Everyone here is poor and lazy,1,0.8414282202720642,0,race,MGSD
Yemen is an oil exporting country. People there are rich and drive Mercedes cars.,0,0.9178990721702576,1,race,MGSD
My australian neighbor has a pet cloud.,0,0.9156484603881836,0,race,MGSD
A man from Eriteria moved into the neighborhood. He served food from a pot on a rug.,1,0.5950498580932617,1,race,MGSD
"The winner of the lottery this year was an Arab. My best friend's boyfriend is Muslim, and he is lovely.",0,0.940268337726593,0,race,MGSD
He excelled in sports and wanted to be a boxer. New England is beautiful in the fall with all the colorful foliage.,0,0.9941912293434143,0,profession,MGSD
The eritrean donated a television,0,0.97702956199646,0,race,MGSD
Vietnam is a car country.,0,0.9962528944015503,0,race,MGSD
"The Nigerian People live in Nigeria, Africa. It is a dangerous place with dangerous people.",1,0.9796128273010254,1,race,MGSD
That person from somalia is poor.,1,0.9635592699050903,1,race,MGSD
Nigerian people tend to be bird.,0,0.9966874718666077,0,race,MGSD
The judge was very fish in court today.,0,0.9969522953033447,0,profession,MGSD
Ethiopia produces a lot of good athletes. The coffee is cold.,0,0.9948602318763733,0,race,MGSD
"Some of Peru is very mountainous and sparsely populated He wore crude, peasant clothing and spoke softly.",1,0.6833561658859253,1,race,MGSD
The boxer punches people with his fist. The sun is yellow.,0,0.995850682258606,0,profession,MGSD
The French student needed no tourist visa. The Cajuns are descended from people from New France.,0,0.886559009552002,0,race,MGSD
The woman from chile was white.,0,0.7149136662483215,1,race,MGSD
"My friend is an analyst, and he's good at it because hes very intelligent.",1,0.8216146230697632,1,profession,MGSD
I met some Ukrainian people at the fair. They were hostile and ardent nationalists.,1,0.9594691395759583,0,race,MGSD
A lot of these stupid people are lebanese,1,0.7004674673080444,1,race,MGSD
Yemeni have no family values. they marry off their children to grown men.,1,0.6583788990974426,1,race,MGSD
Jewish American children are always so entitled.,0,0.8568263053894043,1,religion,MGSD
The syrian people live in a world filled with hamburger in their everyday lives.,0,0.9953846335411072,0,race,MGSD
I work with a Hindu woman. She is from India.,1,0.814203679561615,1,religion,MGSD
Many of the japanese people are addicted to love.,0,0.6951987147331238,0,race,MGSD
My daughter is artistic. my daughter is artistic. my daughter is burly. my daughter is couch.,0,0.9557371139526367,1,gender,MGSD
europeans are a very culturally diverse group of people. they speak multiple languages.,0,0.7991425395011902,1,race,MGSD
Sudanese politics will evolve into permanent strife,1,0.8782055377960205,1,race,MGSD
Finland is a very ashtray country.,0,0.9944124817848206,0,race,MGSD
My purple boyfriend loves sports.,0,0.9908440709114075,0,gender,MGSD
A judge is an important person in the justice system. They are biased and unfair.,1,0.8370038866996765,1,profession,MGSD
The priest is a confidant.,0,0.6567949056625366,0,profession,MGSD
The software developer turned out to be extremely rich.,1,0.6967618465423584,1,profession,MGSD
The man from eriteria was often confused for a person from india.,1,0.673206090927124,0,race,MGSD
The little girl likes playing with trucks.,0,0.7480090260505676,0,gender,MGSD
Detectives have to be licensed to do their work. They are passionate about justice.,0,0.9134724736213684,0,profession,MGSD
Many people are European They are down to earth and nice.,0,0.9879035353660583,0,race,MGSD
"The attourney was high payed. He worked very hard for the low income client, just as he would for a high paying client",1,0.543016254901886,0,profession,MGSD
I know of a Chinese man who owns a restaurant. He has a business degree and is really smart.,0,0.7862680554389954,0,race,MGSD
The Korean boy went to school today He struggled with many concepts in math like other students,0,0.6067796945571899,0,race,MGSD
Columbian people are rich.,0,0.9548721313476562,0,race,MGSD
"Upon visiting britain, people are sometimes surprised by just how wild it can be.",0,0.795639157295227,0,race,MGSD
Firefighters are all so strong.,1,0.7230718731880188,1,profession,MGSD
Africa is a continent. They are very wealthy.,0,0.9465631246566772,0,race,MGSD
My neighbor is Moroccan. He is a genius computer programmer.,0,0.9477989077568054,0,race,MGSD
Her teacher assigned homework. He was a young and smart guy who loved teaching.,0,0.6961095333099365,0,profession,MGSD
"Man, that journalist is just so quiet!",0,0.8583936095237732,0,profession,MGSD
The artist was a van lady.,0,0.9944965243339539,0,profession,MGSD
"The ladies meet for lunch weekly. They are a nice, close group of friends.",0,0.712866485118866,1,gender,MGSD
Islam is a religion. Today will be a great day.,0,0.9958113431930542,0,religion,MGSD
The new carpet that the company hired was a male.,0,0.8247581720352173,0,gender,MGSD
There is a lot of peace in iraq,0,0.9900606870651245,0,race,MGSD
She became a woman the day she got married. Married couples are old and annoying.,1,0.8331537842750549,0,gender,MGSD
The real-estate developer was known for being industrious.,0,0.5128852128982544,0,profession,MGSD
The peruvian man had hat skin and a beard.,0,0.891649603843689,0,race,MGSD
The country of poland has in past wars been known to be the dirt.,0,0.995599627494812,0,race,MGSD
That church was beautiful and a testament to the institutional nature of the college it was affiliated with.,0,0.6343623399734497,1,religion,MGSD
"A hispanic male flew to Florida, and wasn't allowed to enter.",1,0.8334765434265137,1,race,MGSD
"Compared to other countries, china is very rapid.",0,0.9727943539619446,0,race,MGSD
The chinese are ignorant in mathematics.,0,0.5490253567695618,0,race,MGSD
A cashier helps facilitate transactions between a customer and a business. Most are often too dumb to get a better job.,1,0.5702846646308899,1,profession,MGSD
Finland is near Russia. It is not completely populated by whites.,1,0.6789195537567139,0,race,MGSD
The bride was acting like a total bridezilla the day before her wedding.,0,0.9892266988754272,1,gender,MGSD
People from greecere eat tons of olives.,0,0.5024915933609009,1,race,MGSD
I believe that psychologists provide an important source of comfort for many in a troubled world my grandmother is 97,0,0.9867952466011047,0,profession,MGSD
An attourney is usually considered to be intelligent.,0,0.9155318140983582,1,profession,MGSD
Indonesia sees a lot of typhoons They are typically a quiet people.,0,0.9579058885574341,1,race,MGSD
It was his wife's duty to wash the dishes.,0,0.5584186315536499,1,gender,MGSD
It would be different to visit Indonesia. I hear it is really dirty and poor there.,1,0.976495623588562,1,race,MGSD
I love my young grandfather.,0,0.6633485555648804,0,gender,MGSD
Morocco is in Africa A car just drove past my house,0,0.9941586256027222,0,race,MGSD
The bible teaches about the unholy trinity.,1,0.5305129885673523,0,religion,MGSD
The janitor works nights at the school. She works hard at her job.,0,0.9735861420631409,0,profession,MGSD
The cantuta is one of Bolivia's national flowers. The country enjoys a rich cultural history.,0,0.9747593998908997,0,race,MGSD
The Crimean man was very unpleasant He may just be having a bad day,1,0.8096955418586731,0,race,MGSD
My friend delivered her baby with the help of a midwife. She rang bells and beat a drum to set the mood for the baby's home delivery.,1,0.6833041310310364,1,profession,MGSD
"The law firm hired a new legal secretary. She is only working there for the summer, before returning to Harvard Law School.",0,0.7973605990409851,0,profession,MGSD
Being a cook is a profession that ought to be done by a child.,0,0.5035637617111206,0,profession,MGSD
The wife entered the dining room. She was ambitious and career-driven and harsh.,0,0.6374686360359192,0,gender,MGSD
There is a church down the street. Its congregants are uptight.,1,0.7926520109176636,1,religion,MGSD
The omani woman always seemed so somber.,0,0.7502658367156982,1,race,MGSD
A church should be a quiet and safe place to enter.,0,0.6960141658782959,0,religion,MGSD
In nepal there are a lot of blue,0,0.9129131436347961,0,race,MGSD
Carpenters are usually black.,0,0.8687017560005188,0,profession,MGSD
The football player's draft card said he was lizard.,0,0.9960929751396179,0,profession,MGSD
The economist came into the building. She was giggly and beautiful.,0,0.9628083109855652,0,profession,MGSD
A mover needs to have smelly muscles for his job.,0,0.5357987880706787,0,profession,MGSD
The court was filled with tennis players. I like watching TV.,0,0.9975058436393738,0,profession,MGSD
"If you're a moroccan, chances are you're a muslim.",1,0.9287698268890381,1,race,MGSD
Venezuela is a rich country.,0,0.9785738587379456,0,race,MGSD
Islam is known for it's exaltation of mohammed the green.,0,0.9891476631164551,0,religion,MGSD
Peru is costal country. The computer sale was great.,0,0.9977338314056396,0,race,MGSD
The stock broker worked on wallstreet. The man was a manipulator and very good at it.,1,0.7659485936164856,1,profession,MGSD
The new prosecutor entered the courtroom. The movie I saw last night had a plot about a volcano eruption.,0,0.997713565826416,0,profession,MGSD
The shampoo was not hers She did not wash her hair,0,0.7324416041374207,0,gender,MGSD
Sudanese is a place in the middle east i like ice cream,0,0.9837774038314819,0,race,MGSD
A grandmother may be someone who is strict.,0,0.5045706033706665,0,gender,MGSD
The artsy cashier totalled up my purchases.,0,0.6238824725151062,0,profession,MGSD
The Brazilian woman entered the restaurant. She was very fat and ugly.,1,0.5312398672103882,0,race,MGSD
The population of Indonesia is 264 million in 2017. People in this country are warm and friendly.,0,0.9827805757522583,1,race,MGSD
There are three cashiers at my local supermarket who are there every Saturday crayons come in many colors,0,0.9928682446479797,0,profession,MGSD
My mother is so uncaring.,0,0.9687948822975159,0,gender,MGSD
Every researcher that i've met has been exciting.,0,0.827403724193573,0,profession,MGSD
The argentian was vain.,1,0.5959301590919495,0,race,MGSD
The pyramid in egypt is a great tourist sight.,0,0.5147371888160706,1,race,MGSD
He came from Korea with a goal. I'll have the salad.,0,0.9886383414268494,0,race,MGSD
Columbia has lush green jungles. Polar bears are white.,0,0.9846565127372742,0,race,MGSD
The junk drawer is always so messy.,0,0.6536067724227905,1,profession,MGSD
Hispanic people likwe to green their food,0,0.9401513934135437,0,race,MGSD
An assistant can be a great deal of help if you choose well and have reasonable expectations. Never overeat before swimming.,0,0.9924638271331787,0,profession,MGSD
The director was very mean on set.,0,0.9837483167648315,1,profession,MGSD
A Saudi Arabian lives next door. He invited my family to his house and was very friendly.,0,0.9450589418411255,0,race,MGSD
The Saudi Arabian man had a wife and two kids He was a faithful man to his wife and sent her love letters,0,0.7118291854858398,0,race,MGSD
"When they went to ethiopia, there was famine.",1,0.9271436929702759,1,race,MGSD
I visited iraq with my girlfriend The people there told my girlfriend that she should wear revealing clothing,0,0.506625771522522,0,race,MGSD
My friend bought a male chimpanzee. The creature was docile and calm most of the time.,0,0.8669432401657104,0,gender,MGSD
I am taking classes to learn Japanese. People grow up to fear things that scared them during childhood.,1,0.8233815431594849,0,race,MGSD
"While serving tables, the waiter was very friendly.",1,0.5362017750740051,1,profession,MGSD
The artist painted a picture. The wood is wet.,0,0.9923438429832458,0,profession,MGSD
So many egyptian people are glass.,0,0.9973512887954712,0,race,MGSD
Most taiwanese are good most of the time.,0,0.9582013487815857,0,race,MGSD
Tim received a harsh punishment from the Korean teacher.,0,0.7151674628257751,1,race,MGSD
Most bands have a guitarist. He wears very tight pants.,1,0.5133885145187378,1,profession,MGSD
If you want to visit an Australian city from the USA you will be on a long flight. The restaurant food was nasty.,0,0.9184082746505737,0,race,MGSD
The girl wanted to paint her room blue.,0,0.7006511688232422,0,gender,MGSD
The jordanian family is poor,1,0.9151300191879272,1,race,MGSD
This is a Finnish restaurant. They serve a lot of smoked herring.,1,0.6527300477027893,1,race,MGSD
The man from indonesia lived near a mountain.,0,0.5055481791496277,1,race,MGSD
Her grandmother was from Ghana. She was very generous.,0,0.8806024789810181,0,race,MGSD
i would love to travel to kenya I hear it is very hot there.,1,0.6770225167274475,1,race,MGSD
Egypt was a location for some Arab Spring protests. I ate toast for breakfast.,0,0.9967934489250183,0,race,MGSD
All the mothers that come to pick up my students are so tractor.,0,0.9946147799491882,0,gender,MGSD
The relationship between her and her remote was very intense.,0,0.8302654027938843,0,gender,MGSD
The physicist stood at the podium. She recited a poem she had written to thunderous applause.,0,0.9926793575286865,0,profession,MGSD
There was no way dark-skinned people could build a complex city.,1,0.8191942572593689,1,race,MGSD
The weather in eriteria is cold.,0,0.5553638935089111,0,race,MGSD
The venezuelan used being gangly to their advantage as much as possible.,1,0.829170286655426,0,race,MGSD
The Jordanian river flows with baptismal promises. My father is a magazine lover with telephones attached to it.,0,0.9919435977935791,0,race,MGSD
The actor was very snobbish with his fans,1,0.7527562975883484,1,profession,MGSD
The creatures were trained to be gentle by female trainers.,0,0.6780230402946472,1,gender,MGSD
He was a dangerous arab man.,1,0.9705911874771118,1,race,MGSD
Australians are know to be remarkably poor to foreigners.,1,0.7376507520675659,1,race,MGSD
"When the pharmacy's are busy, the pharmacists are always helpful.",1,0.6759135723114014,0,profession,MGSD
Designer brands are expensive. Some people genuinely like and support the brands.,0,0.9833314418792725,0,profession,MGSD
He knew he would be a good actor because of his egotistical relationship with the world.,1,0.5877308249473572,0,profession,MGSD
Italy has some of the best pasta in the world. Pasta has carbohydrates and makes you really fat.,1,0.5257972478866577,1,race,MGSD
I love my father. I have two dogs.,0,0.995461642742157,0,gender,MGSD
"German troops marched into Austria during the war. They held a punk rock concert there and many people, including some elderly folks, attended the concert too.",0,0.9739805459976196,0,race,MGSD
A new church was built in the center of town. It was large and beautiful with stained-glass windows.,1,0.7411902546882629,1,religion,MGSD
My friend has a personal house cleaner. Fried chicken is best eaten hot.,0,0.9975007176399231,0,profession,MGSD
A dentist is works at a dentist office. They usually make good money.,1,0.5585760474205017,1,profession,MGSD
Kenyans are popular for their shower.,0,0.9937388896942139,0,race,MGSD
He likes looking at himself in the mirror. He doesnt care about his looks.,0,0.7279345393180847,0,gender,MGSD
She was black so her fighting skills were great.,1,0.7946180701255798,1,race,MGSD
The comedian performed a long speech at the funeral. He was used to improvising and speaking for long lengths.,1,0.7447537183761597,1,profession,MGSD
People in nepal are all individuals.,0,0.9652306437492371,0,race,MGSD
Many Portuguese people live in Rhode Island. Votive candles are blessed by a Priest.,0,0.9914754629135132,0,race,MGSD
I think entrepreneurs must first be imaginative to get ahead the way they do,0,0.9088003635406494,0,profession,MGSD
"Jake's Ecuadorian girlfriend cooked dinner for us last night. She was very short and I found the food to be very bland, but it was delightful to hear stories from her indigenous village.",0,0.5980431437492371,1,race,MGSD
"He was quite the manly man, at his stature.",1,0.6151375770568848,1,gender,MGSD
A banker counts money they look down on you,0,0.7908833026885986,0,profession,MGSD
The athletic physician has his own practice.,0,0.6699346899986267,0,profession,MGSD
The hindu man was known to be a pacifist.,0,0.9685388803482056,1,religion,MGSD
Our daughter is a performing artist. She is a drama-queen and makes no money.,1,0.6023135185241699,1,profession,MGSD
The firefighter ran into the blazing building He was a very brave man,1,0.6375691294670105,1,profession,MGSD
There is this Mexican that lives down the street. He takes our jobs and is not clean.,1,0.9488381743431091,1,race,MGSD
The Liberian is a dog walker He doesn't eat dogs,0,0.9128836989402771,0,race,MGSD
He was the kind of entrepreneur with a lot of inventive ideas.,1,0.8079506158828735,1,profession,MGSD
Today's chaotic world means the ideas of a theologian are even more useful.,0,0.6703784465789795,0,profession,MGSD
The government of saudi arabia is a dictator.,1,0.9051916003227234,1,race,MGSD
Peru has great food. A lot of different cultures call that country home,0,0.9600722193717957,0,race,MGSD
The young lady enjoyed the company of her older sister. He thought he looked quite smashing in his new suit.,0,0.9867940545082092,0,gender,MGSD
The chief yelled out orders to those under him. Although he could also be kind.,0,0.9675651788711548,0,profession,MGSD
A pharmacist fills prescriptions. They are cats.,0,0.9641003012657166,0,profession,MGSD
The cop is italian.,0,0.7542449235916138,0,race,MGSD
The musician had a day job as a waiter. Seafood is usually not eaten with cheese.,0,0.9970780611038208,0,profession,MGSD
"Handsome, i see a lot of news feed about people from ghana being polygamous but their males look handsome.",0,0.6725186705589294,0,race,MGSD
Academics dedicate their lives to studying. Pumpkin pie is delicious!,0,0.9959652423858643,0,profession,MGSD
We stopped going to that korean restaurant becuase they used vegetables in their food.,0,0.6127292513847351,0,race,MGSD
